trial_id,dataset,model,params,param_hash,cv_score_mean,cv_score_std,training_time_seconds,timestamp,random_seed,cv_folds,status
12,era5_daily,RandomForest,"{""n_estimators"": 300, ""max_depth"": ""5"", ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",cbc46dd8,0.7547285677662686,0.01789617724459723,27.579371305416373,2025-08-02T11:22:02.880101,53,5,COMPLETE
13,era5_daily,RandomForest,"{""n_estimators"": 200, ""max_depth"": ""None"", ""min_samples_split"": 10, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",00536409,0.7359659177648296,0.06201192085631263,217.30978729418976,2025-08-02T11:22:02.880101,54,5,COMPLETE
14,era5_daily,RandomForest,"{""n_estimators"": 100, ""max_depth"": ""10"", ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",0e64f7cd,0.7011065099112183,0.0614618345985456,131.65716652492853,2025-08-02T11:22:02.880101,55,5,COMPLETE
15,era5_daily,RandomForest,"{""n_estimators"": 100, ""max_depth"": ""5"", ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": ""log2""}",e0823b93,0.7065882493268179,0.04808958482845535,79.61712067506238,2025-08-02T11:22:02.880101,56,5,COMPLETE
16,era5_daily,RandomForest,"{""n_estimators"": 50, ""max_depth"": ""15"", ""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",496138e5,0.5809834325650663,0.08525347224010035,2.787405398089299,2025-08-02T11:22:02.880101,57,5,COMPLETE
17,era5_daily,RandomForest,"{""n_estimators"": 200, ""max_depth"": ""10"", ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""None""}",1a3ac993,0.797189933895535,0.06259302633317405,31.34514228430868,2025-08-02T11:22:02.880101,58,5,COMPLETE
18,era5_daily,RandomForest,"{""n_estimators"": 200, ""max_depth"": ""15"", ""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",b9ee73ca,0.7665399771025572,0.08456350879027841,244.2534495918497,2025-08-02T11:22:02.881106,59,5,COMPLETE
19,era5_daily,RandomForest,"{""n_estimators"": 200, ""max_depth"": ""20"", ""min_samples_split"": 2, ""min_samples_leaf"": 4, ""max_features"": ""None""}",834041cc,0.7233726495646638,0.04574083496155685,97.93633317031792,2025-08-02T11:22:02.881106,60,5,COMPLETE
20,era5_daily,RandomForest,"{""n_estimators"": 100, ""max_depth"": ""15"", ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",5d98ff61,0.7086410456134336,0.07793324024962792,174.1547220071225,2025-08-02T11:22:02.881106,61,5,COMPLETE
21,era5_daily,RandomForest,"{""n_estimators"": 200, ""max_depth"": ""15"", ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",d7ee8f48,0.6388131975071393,0.08219080532016398,93.96194518887428,2025-08-02T11:22:02.881106,62,5,COMPLETE
22,era5_daily,RandomForest,"{""n_estimators"": 200, ""max_depth"": ""20"", ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",ff31e682,0.6834778787457751,0.08531723637487838,290.4808177144874,2025-08-02T11:22:02.881106,63,5,COMPLETE
23,era5_daily,RandomForest,"{""n_estimators"": 50, ""max_depth"": ""15"", ""min_samples_split"": 2, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",b401d334,0.5322009490159576,0.05449186994842221,286.10233097066833,2025-08-02T11:22:02.881106,64,5,COMPLETE
24,era5_daily,RandomForest,"{""n_estimators"": 200, ""max_depth"": ""None"", ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": ""None""}",3b4d34c3,0.7701192171991023,0.054433183186404575,3.0065086245361785,2025-08-02T11:22:02.881106,65,5,COMPLETE
25,era5_daily,RandomForest,"{""n_estimators"": 200, ""max_depth"": ""10"", ""min_samples_split"": 2, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",56fae904,0.7875223838086443,0.017720818128984985,296.34628028196767,2025-08-02T11:22:02.881106,66,5,COMPLETE
26,era5_daily,RandomForest,"{""n_estimators"": 100, ""max_depth"": ""5"", ""min_samples_split"": 10, ""min_samples_leaf"": 1, ""max_features"": ""None""}",41f68780,0.5937592185131387,0.09289056679793299,23.721258520561417,2025-08-02T11:22:02.881106,67,5,COMPLETE
27,era5_daily,RandomForest,"{""n_estimators"": 50, ""max_depth"": ""5"", ""min_samples_split"": 2, ""min_samples_leaf"": 4, ""max_features"": ""None""}",b0914dc7,0.6496357673465768,0.05582932869731345,30.697854158259904,2025-08-02T11:22:02.881106,68,5,COMPLETE
28,era5_daily,RandomForest,"{""n_estimators"": 100, ""max_depth"": ""10"", ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",0c71e0a5,0.6706878333997286,0.05107759188949605,225.43971810809796,2025-08-02T11:22:02.881106,69,5,COMPLETE
29,era5_daily,RandomForest,"{""n_estimators"": 50, ""max_depth"": ""20"", ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",3a4c014b,0.8182537044070162,0.027818455728521423,173.13078181971883,2025-08-02T11:22:02.881106,70,5,COMPLETE
30,era5_daily,RandomForest,"{""n_estimators"": 100, ""max_depth"": ""None"", ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": ""None""}",2a3e8e9e,0.6991617346034946,0.07494068574113849,290.83234638487016,2025-08-02T11:22:02.881106,71,5,COMPLETE
31,era5_daily,RandomForest,"{""n_estimators"": 300, ""max_depth"": ""20"", ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",63c0c131,0.7560251380833821,0.015974348100663435,260.54287699917415,2025-08-02T11:22:02.881106,72,5,COMPLETE
32,era5_daily,RandomForest,"{""n_estimators"": 100, ""max_depth"": ""20"", ""min_samples_split"": 5, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",8afd5bf2,0.7737330780207815,0.06005559219886968,193.59720780902234,2025-08-02T11:22:02.881106,73,5,COMPLETE
33,era5_daily,RandomForest,"{""n_estimators"": 50, ""max_depth"": ""15"", ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""log2""}",f83b7542,0.7059736307653302,0.04543874478078119,64.43364873070874,2025-08-02T11:22:02.881106,74,5,COMPLETE
34,era5_daily,RandomForest,"{""n_estimators"": 50, ""max_depth"": ""20"", ""min_samples_split"": 5, ""min_samples_leaf"": 4, ""max_features"": ""None""}",be4ea2ee,0.7251092445389119,0.04583268890308497,19.68066302008129,2025-08-02T11:22:02.881106,75,5,COMPLETE
35,era5_daily,RandomForest,"{""n_estimators"": 100, ""max_depth"": ""20"", ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""log2""}",62308679,0.7830750582988019,0.05394907589861604,105.89348574223472,2025-08-02T11:22:02.881106,76,5,COMPLETE
36,era5_daily,RandomForest,"{""n_estimators"": 200, ""max_depth"": ""None"", ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",c47d1acb,0.6693414672720749,0.04638839053871313,60.85906243979474,2025-08-02T11:22:02.881106,77,5,COMPLETE
37,era5_daily,RandomForest,"{""n_estimators"": 100, ""max_depth"": ""5"", ""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",52b0200a,0.7156971489409476,0.024087448885734865,205.98226239938433,2025-08-02T11:22:02.881106,78,5,COMPLETE
38,era5_daily,RandomForest,"{""n_estimators"": 200, ""max_depth"": ""5"", ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",1fec5cde,0.7164118600469459,0.028785590539970658,167.17870667282867,2025-08-02T11:22:02.881106,79,5,COMPLETE
39,era5_daily,RandomForest,"{""n_estimators"": 100, ""max_depth"": ""15"", ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": ""None""}",f39e2d65,0.7208427212792641,0.0804894716200597,146.55671998028288,2025-08-02T11:22:02.881106,80,5,COMPLETE
40,era5_daily,RandomForest,"{""n_estimators"": 300, ""max_depth"": ""None"", ""min_samples_split"": 10, ""min_samples_leaf"": 1, ""max_features"": ""None""}",af501f59,0.6981053027489278,0.03566268864088514,270.7955807785462,2025-08-02T11:22:02.881106,81,5,COMPLETE
41,era5_daily,RandomForest,"{""n_estimators"": 100, ""max_depth"": ""15"", ""min_samples_split"": 10, ""min_samples_leaf"": 1, ""max_features"": ""None""}",e10dcb01,0.6923475544840161,0.08760601833467384,129.8361602729692,2025-08-02T11:22:02.881106,82,5,COMPLETE
42,era5_daily,RandomForest,"{""n_estimators"": 300, ""max_depth"": ""20"", ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",a7390340,0.6723401065595951,0.044449092433551864,183.05501172309252,2025-08-02T11:22:02.881106,83,5,COMPLETE
43,era5_daily,RandomForest,"{""n_estimators"": 100, ""max_depth"": ""10"", ""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_features"": ""None""}",9681e3ac,0.6788844739962672,0.05088359430738565,202.09968561777788,2025-08-02T11:22:02.881106,84,5,COMPLETE
44,era5_daily,RandomForest,"{""n_estimators"": 200, ""max_depth"": ""15"", ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": ""None""}",70b2241b,0.6491286040559537,0.06071469697452765,282.49661517582877,2025-08-02T11:22:02.881106,85,5,COMPLETE
45,era5_daily,RandomForest,"{""n_estimators"": 300, ""max_depth"": ""20"", ""min_samples_split"": 10, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",e3525302,0.5785800406688424,0.011436936018669939,62.89311685909061,2025-08-02T11:22:02.881106,86,5,COMPLETE
46,era5_daily,RandomForest,"{""n_estimators"": 300, ""max_depth"": ""None"", ""min_samples_split"": 10, ""min_samples_leaf"": 2, ""max_features"": ""log2""}",f1a280c3,0.7512370955054782,0.022488405951638982,239.07229383049716,2025-08-02T11:22:02.881106,87,5,COMPLETE
47,era5_daily,RandomForest,"{""n_estimators"": 50, ""max_depth"": ""None"", ""min_samples_split"": 5, ""min_samples_leaf"": 4, ""max_features"": ""None""}",1058783d,0.7034420515323133,0.09338778728100652,2.428464871359435,2025-08-02T11:22:02.881106,88,5,COMPLETE
48,era5_daily,RandomForest,"{""n_estimators"": 300, ""max_depth"": ""20"", ""min_samples_split"": 10, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",5c0b73f4,0.7310915657523989,0.05552234416966971,226.85875874648696,2025-08-02T11:22:02.881106,89,5,COMPLETE
49,era5_daily,RandomForest,"{""n_estimators"": 200, ""max_depth"": ""None"", ""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_features"": ""None""}",e152ed55,0.7780061253347961,0.03353166634675705,284.6744504641148,2025-08-02T11:22:02.881106,90,5,COMPLETE
50,era5_daily,RandomForest,"{""n_estimators"": 50, ""max_depth"": ""10"", ""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_features"": ""None""}",2292deb0,0.7491321441602702,0.06405326762042607,112.64996110022119,2025-08-02T11:22:02.881106,91,5,COMPLETE
51,era5_daily,XGBoost,"{""n_estimators"": 200, ""max_depth"": 7, ""learning_rate"": 0.3, ""subsample"": 0.8, ""colsample_bytree"": 1.0}",7e865713,0.1692011253506026,0.01601461871004256,200.29912204793357,2025-08-02T11:22:02.882104,42,5,COMPLETE
52,era5_daily,XGBoost,"{""n_estimators"": 300, ""max_depth"": 9, ""learning_rate"": 0.3, ""subsample"": 0.9, ""colsample_bytree"": 1.0}",89ed7403,0.5417421734210727,0.06723992120132716,212.8380004260503,2025-08-02T11:22:02.882104,43,5,COMPLETE
53,era5_daily,XGBoost,"{""n_estimators"": 100, ""max_depth"": 9, ""learning_rate"": 0.1, ""subsample"": 0.9, ""colsample_bytree"": 0.9}",1223e5e6,0.3033426399644099,0.08362132663234631,249.51407077972536,2025-08-02T11:22:02.882104,44,5,COMPLETE
54,era5_daily,XGBoost,"{""n_estimators"": 100, ""max_depth"": 5, ""learning_rate"": 0.2, ""subsample"": 0.8, ""colsample_bytree"": 1.0}",fc205642,0.6796864509720054,0.051942028638426015,265.8232862484125,2025-08-02T11:22:02.882104,45,5,COMPLETE
55,era5_daily,XGBoost,"{""n_estimators"": 50, ""max_depth"": 7, ""learning_rate"": 0.3, ""subsample"": 0.9, ""colsample_bytree"": 1.0}",6414cf73,0.6847542548114879,0.021579399023980997,1.013214464262318,2025-08-02T11:22:02.882104,46,5,COMPLETE
56,era5_daily,XGBoost,"{""n_estimators"": 300, ""max_depth"": 5, ""learning_rate"": 0.3, ""subsample"": 1.0, ""colsample_bytree"": 0.9}",8e1b8cc1,0.31899488347235866,0.09426455612833168,144.44300359837283,2025-08-02T11:22:02.882104,47,5,COMPLETE
57,era5_daily,XGBoost,"{""n_estimators"": 300, ""max_depth"": 7, ""learning_rate"": 0.1, ""subsample"": 0.8, ""colsample_bytree"": 1.0}",e9441cb4,0.04991915542121954,0.08240070828584997,246.85432035734235,2025-08-02T11:22:02.882104,48,5,COMPLETE
58,era5_daily,XGBoost,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.2, ""subsample"": 0.9, ""colsample_bytree"": 1.0}",0924eb7d,0.2241819245454036,0.047288248577129446,128.28969238039917,2025-08-02T11:22:02.882104,49,5,COMPLETE
59,era5_daily,XGBoost,"{""n_estimators"": 50, ""max_depth"": 3, ""learning_rate"": 0.3, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",029a0b66,-0.18757943133884275,0.0838210871439494,84.91056043539194,2025-08-02T11:22:02.882104,50,5,COMPLETE
60,era5_daily,XGBoost,"{""n_estimators"": 50, ""max_depth"": 5, ""learning_rate"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 1.0}",2263c3da,0.208005486773619,0.04913071982516118,221.30339375578635,2025-08-02T11:22:02.882104,51,5,COMPLETE
61,era5_daily,XGBoost,"{""n_estimators"": 50, ""max_depth"": 7, ""learning_rate"": 0.3, ""subsample"": 1.0, ""colsample_bytree"": 0.9}",7147b86f,0.22182838290573934,0.0733655035854192,115.0933280427661,2025-08-02T11:22:02.882104,52,5,COMPLETE
62,era5_daily,XGBoost,"{""n_estimators"": 50, ""max_depth"": 9, ""learning_rate"": 0.1, ""subsample"": 0.9, ""colsample_bytree"": 1.0}",90ea152e,-0.30847857659875405,0.07016064577646097,204.4413656363559,2025-08-02T11:22:02.882104,53,5,COMPLETE
63,era5_daily,XGBoost,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.3, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",b2525e05,0.5088144970344571,0.09867316140210061,163.16815636507096,2025-08-02T11:22:02.882104,54,5,COMPLETE
64,era5_daily,XGBoost,"{""n_estimators"": 300, ""max_depth"": 3, ""learning_rate"": 0.3, ""subsample"": 0.9, ""colsample_bytree"": 1.0}",6edcfa5f,0.38185618886385264,0.013028394405459165,135.65850523597425,2025-08-02T11:22:02.882104,55,5,COMPLETE
65,era5_daily,XGBoost,"{""n_estimators"": 100, ""max_depth"": 9, ""learning_rate"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 1.0}",6106a243,0.15248776036370362,0.07128058241144104,292.61973799521434,2025-08-02T11:22:02.882104,56,5,COMPLETE
66,era5_daily,XGBoost,"{""n_estimators"": 300, ""max_depth"": 3, ""learning_rate"": 0.3, ""subsample"": 0.9, ""colsample_bytree"": 0.9}",90bde21a,-0.09720854666091712,0.09147181925901594,127.89859074806175,2025-08-02T11:22:02.882104,57,5,COMPLETE
67,era5_daily,XGBoost,"{""n_estimators"": 300, ""max_depth"": 5, ""learning_rate"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 1.0}",ffe0e37e,-0.00815504041956669,0.07489911954860676,197.54721869327938,2025-08-02T11:22:02.882104,58,5,COMPLETE
68,era5_daily,XGBoost,"{""n_estimators"": 100, ""max_depth"": 5, ""learning_rate"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 0.9}",78514387,-0.06350194800267164,0.034372057628939495,101.85964860874637,2025-08-02T11:22:02.882104,59,5,COMPLETE
69,era5_daily,XGBoost,"{""n_estimators"": 50, ""max_depth"": 3, ""learning_rate"": 0.3, ""subsample"": 1.0, ""colsample_bytree"": 0.9}",603952c5,0.08132850118464785,0.012046877390921642,8.61929743226281,2025-08-02T11:22:02.882104,60,5,COMPLETE
70,era5_daily,XGBoost,"{""n_estimators"": 50, ""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 1.0, ""colsample_bytree"": 0.9}",9f25441b,-0.3649525993757605,0.058386153408665716,297.28836225396117,2025-08-02T11:22:02.882104,61,5,COMPLETE
71,era5_daily,XGBoost,"{""n_estimators"": 300, ""max_depth"": 5, ""learning_rate"": 0.2, ""subsample"": 1.0, ""colsample_bytree"": 1.0}",b3559a75,-0.29390726706893877,0.0681737533680601,39.66902087963295,2025-08-02T11:22:02.882104,62,5,COMPLETE
72,era5_daily,XGBoost,"{""n_estimators"": 200, ""max_depth"": 7, ""learning_rate"": 0.2, ""subsample"": 0.9, ""colsample_bytree"": 0.9}",ad42be54,-0.007521237577608739,0.02272337245282994,9.774758678329617,2025-08-02T11:22:02.882104,63,5,COMPLETE
73,era5_daily,XGBoost,"{""n_estimators"": 200, ""max_depth"": 9, ""learning_rate"": 0.1, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",4f66abe8,0.3506625747856207,0.09247253839600778,222.25150877984558,2025-08-02T11:22:02.882104,64,5,COMPLETE
74,era5_daily,XGBoost,"{""n_estimators"": 300, ""max_depth"": 7, ""learning_rate"": 0.2, ""subsample"": 0.8, ""colsample_bytree"": 1.0}",af486aac,0.6085150060697568,0.08761710457354628,286.9075375824732,2025-08-02T11:22:02.882104,65,5,COMPLETE
75,era5_daily,XGBoost,"{""n_estimators"": 200, ""max_depth"": 9, ""learning_rate"": 0.2, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",5440b586,0.20929564386822652,0.06591157438315902,100.67895213055098,2025-08-02T11:22:02.882104,66,5,COMPLETE
76,era5_daily,XGBoost,"{""n_estimators"": 200, ""max_depth"": 9, ""learning_rate"": 0.3, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",82577281,0.6220167151496484,0.04338388002011963,78.72242205490792,2025-08-02T11:22:02.882104,67,5,COMPLETE
77,era5_daily,XGBoost,"{""n_estimators"": 300, ""max_depth"": 5, ""learning_rate"": 0.1, ""subsample"": 1.0, ""colsample_bytree"": 1.0}",7c494524,0.01132194390595681,0.042980765878388984,286.14331617047986,2025-08-02T11:22:02.882104,68,5,COMPLETE
78,era5_daily,XGBoost,"{""n_estimators"": 200, ""max_depth"": 3, ""learning_rate"": 0.2, ""subsample"": 0.9, ""colsample_bytree"": 0.9}",edc12da8,0.20704273094879044,0.0845316016448509,246.9523816536111,2025-08-02T11:22:02.882104,69,5,COMPLETE
79,era5_daily,XGBoost,"{""n_estimators"": 100, ""max_depth"": 3, ""learning_rate"": 0.3, ""subsample"": 0.8, ""colsample_bytree"": 0.9}",d0630e45,0.13279265372184224,0.04736958478886197,187.2944049411,2025-08-02T11:22:02.882104,70,5,COMPLETE
80,era5_daily,XGBoost,"{""n_estimators"": 50, ""max_depth"": 7, ""learning_rate"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 0.9}",75bdbf37,-0.17054388776567753,0.062079467068712556,66.39109753988745,2025-08-02T11:22:02.882104,71,5,COMPLETE
81,era5_daily,XGBoost,"{""n_estimators"": 200, ""max_depth"": 7, ""learning_rate"": 0.3, ""subsample"": 0.9, ""colsample_bytree"": 0.8}",6d186a6e,0.5559727940326689,0.046348596381925095,250.78660900843678,2025-08-02T11:22:02.882104,72,5,COMPLETE
82,era5_daily,XGBoost,"{""n_estimators"": 100, ""max_depth"": 5, ""learning_rate"": 0.01, ""subsample"": 1.0, ""colsample_bytree"": 0.9}",83d81835,0.42345552036830325,0.08440423894930156,170.30163549658388,2025-08-02T11:22:02.882104,73,5,COMPLETE
83,era5_daily,XGBoost,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.2, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",0c17ac05,-0.06219640418178887,0.01781325179307249,245.6741494016276,2025-08-02T11:22:02.883104,74,5,COMPLETE
84,era5_daily,XGBoost,"{""n_estimators"": 300, ""max_depth"": 5, ""learning_rate"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 0.9}",dd8e309a,0.4749524020789135,0.019842259273708175,42.3707471697599,2025-08-02T11:22:02.883104,75,5,COMPLETE
85,era5_daily,XGBoost,"{""n_estimators"": 100, ""max_depth"": 9, ""learning_rate"": 0.1, ""subsample"": 0.9, ""colsample_bytree"": 0.9}",1223e5e6,0.6084608185681963,0.05368680626263934,191.45321701676255,2025-08-02T11:22:02.883104,76,5,COMPLETE
86,era5_daily,XGBoost,"{""n_estimators"": 50, ""max_depth"": 5, ""learning_rate"": 0.01, ""subsample"": 1.0, ""colsample_bytree"": 0.9}",adeccdfe,0.747174014933515,0.06215417540860773,151.9445867212248,2025-08-02T11:22:02.883104,77,5,COMPLETE
87,era5_daily,XGBoost,"{""n_estimators"": 100, ""max_depth"": 3, ""learning_rate"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 1.0}",63765c2d,-0.18117277230669032,0.07219962568411752,127.47221248923381,2025-08-02T11:22:02.883104,78,5,COMPLETE
88,era5_daily,XGBoost,"{""n_estimators"": 100, ""max_depth"": 7, ""learning_rate"": 0.1, ""subsample"": 0.8, ""colsample_bytree"": 1.0}",bcfddd78,0.686670243955545,0.011038097049111593,244.8956317446187,2025-08-02T11:22:02.883104,79,5,COMPLETE
89,era5_daily,XGBoost,"{""n_estimators"": 300, ""max_depth"": 3, ""learning_rate"": 0.3, ""subsample"": 0.9, ""colsample_bytree"": 1.0}",6edcfa5f,0.6195399754799523,0.04054282823345044,110.92204437376377,2025-08-02T11:22:02.883104,80,5,COMPLETE
90,era5_daily,XGBoost,"{""n_estimators"": 50, ""max_depth"": 9, ""learning_rate"": 0.3, ""subsample"": 1.0, ""colsample_bytree"": 0.9}",7e4ae61f,-0.46919588087809544,0.04178109486861129,87.10388722827473,2025-08-02T11:22:02.883104,81,5,COMPLETE
91,era5_daily,XGBoost,"{""n_estimators"": 50, ""max_depth"": 3, ""learning_rate"": 0.01, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",7b3e2444,0.2623935112795489,0.07688251989208293,187.19503447507884,2025-08-02T11:22:02.883104,82,5,COMPLETE
92,era5_daily,XGBoost,"{""n_estimators"": 50, ""max_depth"": 9, ""learning_rate"": 0.1, ""subsample"": 1.0, ""colsample_bytree"": 1.0}",536c46c0,0.1149486689977489,0.06388676311474034,53.12146409948073,2025-08-02T11:22:02.883104,83,5,COMPLETE
93,era5_daily,XGBoost,"{""n_estimators"": 50, ""max_depth"": 9, ""learning_rate"": 0.2, ""subsample"": 1.0, ""colsample_bytree"": 0.9}",8ac0a8e7,0.5816432200049997,0.0607234353277355,249.8136047702844,2025-08-02T11:22:02.883104,84,5,COMPLETE
94,era5_daily,XGBoost,"{""n_estimators"": 100, ""max_depth"": 5, ""learning_rate"": 0.2, ""subsample"": 0.9, ""colsample_bytree"": 0.9}",8b844e2d,-0.4332354372585213,0.07272525708670394,2.681187431763428,2025-08-02T11:22:02.883104,85,5,COMPLETE
95,era5_daily,XGBoost,"{""n_estimators"": 300, ""max_depth"": 9, ""learning_rate"": 0.3, ""subsample"": 1.0, ""colsample_bytree"": 0.8}",de66ed3a,0.6595587793723053,0.018036367533382378,104.78075164115603,2025-08-02T11:22:02.883104,86,5,COMPLETE
96,era5_daily,XGBoost,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",ef62c525,-0.44476300700203253,0.05247975506393857,35.92165540538345,2025-08-02T11:22:02.883104,87,5,COMPLETE
97,era5_daily,XGBoost,"{""n_estimators"": 200, ""max_depth"": 7, ""learning_rate"": 0.1, ""subsample"": 0.9, ""colsample_bytree"": 0.8}",5a4ecdff,-0.4723627085198562,0.07555000742242084,213.13865416395993,2025-08-02T11:22:02.883104,88,5,COMPLETE
98,era5_daily,XGBoost,"{""n_estimators"": 300, ""max_depth"": 7, ""learning_rate"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 0.8}",6a68040a,0.08200476798348745,0.09239284666490885,51.77557073861803,2025-08-02T11:22:02.883104,89,5,COMPLETE
